store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,year_first,year_last,X,Y,method,match,dup,st_fips,cty_fips,tract_fips,gisjn_tct,msa_fips,msa_name,msa_short,place_fips,place_name,gisjn_plc,puma_fips,gisjn_puma,chain
KROGER 442,st_081134,1720,MARS HILL RD,Ste 550,ACWORTH,GA,30101,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.70588,33.99654,usda,NA,0,G13,G13067,G13067030219,G1300670030219,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003002,kroger
KROGER 397,st_097741,3330,COBB PKWY,NA,ACWORTH,GA,30101,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.67748,34.03482,usda,NA,0,G13,G13067,G13067030103,G1300670030103,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1300408,Acworth city,G13000408,G1300408,G13003002,kroger
TARGET STORE T-2091,st_028266,3378,Cobb Pkwy NW,NA,Acworth,GA,30101,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.68459,34.03626,usda,NA,0,G13,G13067,G13067030103,G1300670030103,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1300408,Acworth city,G13000408,G1300408,G13003002,NA
Walmart SUPERCENTER 3748,st_033252,3826,Cobb Pkwy NW,NA,Acworth,GA,30101,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.69877,34.0476,usda,NA,0,G13,G13067,G13067030103,G1300670030103,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1300408,Acworth city,G13000408,G1300408,G13003002,walmart
PUBLIX 566,st_083445,1727,MARS HILL RD.,NA,ACWORTH,GA,30101,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.70617,33.99617,usda,NA,0,G13,G13067,G13067030219,G1300670030219,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003002,publix
PUBLIX 1096,st_005750,6110,Cedarcrest Rd NW,NA,Acworth,GA,30101,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.72679,34.06269,usda,NA,0,G13,G13067,G13067030101,G1300670030101,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003002,publix
SAVE A LOT,st_055664,4545,S Main St,NA,Acworth,GA,30101,Supermarket,16,Supermarket,6,1,1,1,1,0,0,0,0,0,0,2008,2011,-84.66971843,34.06414178,esri,PointAddress,0,G13,G13067,G13067030103,G1300670030103,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1300408,Acworth city,G13000408,G1300408,G13003002,NA
PUBLIX 593,st_087324,3507,Baker Rd NW,Ste 300,Acworth,GA,30101,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.65144,34.07586,usda,NA,0,G13,G13067,G13067030106,G1300670030106,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1300408,Acworth city,G13000408,G1300408,G13003002,publix
INGLES MARKETS 411,st_088446,5055,Cherokee St,NA,Acworth,GA,30101,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.67674,34.07671,usda,NA,0,G13,G13067,G13067030104,G1300670030104,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1300408,Acworth city,G13000408,G1300408,G13003002,NA
KROGER 441,st_102947,2300,HOLCOMB BRIDGE RD,NA,ALPHARETTA,GA,30075,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.26288,33.97374,usda,NA,0,G13,G13121,G13121011425,G1301210011425,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001002,kroger
KROGER 653,st_117382,8465,HOLCOMB BRIDGE RD,NA,ALPHARETTA,GA,30022,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.27056,33.9862,usda,NA,0,G13,G13121,G13121011424,G1301210011424,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001002,kroger
Target 2443,st_175605,2600,Holcomb Bridge Rd,NA,Alpharetta,GA,30022,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,0,2009,2016,-84.28523339,34.00062402,esri,StreetAddress,0,G13,G13121,G13121011410,G1301210011410,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,NA
KROGER 344,st_135972,3000,Old Alabama Rd,NA,Alpharetta,GA,30022,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.27006,34.02147,usda,NA,0,G13,G13121,G13121011427,G1301210011427,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1342425,Johns Creek city,G13042425,G1342425,G13001002,kroger
KROGER 444,st_085295,5665,GEORGIA HWY #9,NA,ALPHARETTA,GA,30022,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.24635,34.02768,usda,NA,0,G13,G13121,G13121011425,G1301210011425,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1342425,Johns Creek city,G13042425,G1342425,G13001002,kroger
Sam's Club 6646,st_175144,10600,Davis Dr,NA,Alpharetta,GA,30004,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,2009,2017,-84.31368,34.04153,usda,NA,0,G13,G13121,G13121011611,G1301210011611,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1301696,Alpharetta city,G13001696,G1301696,G13001005,NA
KROGER 390,st_166903,10945,State Bridge Rd,NA,Alpharetta,GA,30022,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.22353,34.04753,usda,NA,0,G13,G13121,G13121011620,G1301210011620,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1342425,Johns Creek city,G13042425,G1342425,G13001002,kroger
TARGET STORE T-970,st_015188,6000,N Point Pkwy,NA,Alpharetta,GA,30022,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.28831,34.04787,usda,NA,0,G13,G13121,G13121011611,G1301210011611,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1301696,Alpharetta city,G13001696,G1301696,G13001005,NA
Whole Foods Market 10488,st_361232,2800,Old Milton Pkwy,NA,Alpharetta,GA,30009,Super Store,15,Supermarket,6,0,0,0,0,0,0,0,1,1,1,2015,2017,-84.27892,34.06893,usda,NA,0,G13,G13121,G13121011616,G1301210011616,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1301696,Alpharetta city,G13001696,G1301696,G13001005,NA
Walmart NEIGHBORHOOD MARKET 3186,st_306604,11770,Haynes Bridge Rd,NA,Alpharetta,GA,30009,Super Store,15,Supermarket,6,0,0,0,0,0,1,1,1,1,0,2013,2016,-84.29378618,34.06945033,esri,StreetAddress,0,G13,G13121,G13121011611,G1301210011611,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1301696,Alpharetta city,G13001696,G1301696,G13001005,walmart
KROGER STORE 469,st_123371,11875,Douglas Rd,NA,Alpharetta,GA,30005,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.20541,34.07164,usda,NA,0,G13,G13121,G13121011620,G1301210011620,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1342425,Johns Creek city,G13042425,G1342425,G13001002,kroger
KROGER 415,st_076983,12460,CRABAPPLE RD,Ste 300,ALPHARETTA,GA,30004,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.35432,34.08585,usda,NA,0,G13,G13121,G13121011503,G1301210011503,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1301696,Alpharetta city,G13001696,G1301696,G13001005,kroger
Costco Wholesale 0743,st_214757,2855,Jordan Ct,NA,Alpharetta,GA,30004,Super Store,15,Supermarket,6,0,0,1,1,1,1,1,1,1,1,2010,2017,-84.27737,34.09111,usda,NA,0,G13,G13121,G13121011614,G1301210011614,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1301696,Alpharetta city,G13001696,G1301696,G13001005,NA
Walmart S/C 2941,st_121466,5200,Windward Pkwy,NA,Alpharetta,GA,30004,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.27669,34.09218,usda,NA,0,G13,G13121,G13121011614,G1301210011614,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1301696,Alpharetta city,G13001696,G1301696,G13001005,walmart
KROGER 495,st_102415,12870,STATE HWY 9,NA,ALPHARETTA,GA,30004,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.27603,34.09532,usda,NA,0,G13,G13121,G13121011615,G1301210011615,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1351670,Milton city,G13051670,G1351670,G13001005,kroger
Walmart Supercenter 4436,st_058006,5455,Atlanta Hwy,NA,Alpharetta,GA,30004,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.25198,34.15173,usda,NA,0,G13,G13117,G13117130601,G1301170130601,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003300,walmart
The Fresh Market 034,st_304763,3005,Old Alabama Rd,NA,Alpharetta,GA,30022,Supermarket,16,Supermarket,6,0,0,0,0,0,1,1,1,1,1,2013,2017,-84.27278,34.02173,usda,NA,0,G13,G13121,G13121011414,G1301210011414,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1342425,Johns Creek city,G13042425,G1342425,G13001005,NA
PUBLIX 721,st_101667,4305,State Bridge Rd,NA,Alpharetta,GA,30022,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.23325,34.05804,usda,NA,0,G13,G13121,G13121011619,G1301210011619,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1301696,Alpharetta city,G13001696,G1301696,G13001002,publix
PUBLIX 556,st_085558,11800,HAYNES BRIDGE RD,Ste 100,ALPHARETTA,GA,30004,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.29318,34.07274,usda,NA,0,G13,G13121,G13121011616,G1301210011616,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1301696,Alpharetta city,G13001696,G1301696,G13001005,publix
PUBLIX 1019,st_009364,270,Rucker Rd,NA,Alpharetta,GA,30004,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.35297,34.07772,usda,NA,0,G13,G13121,G13121011503,G1301210011503,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1367284,Roswell city,G13067284,G1367284,G13001005,publix
PUBLIX 1089,st_000678,5180,McGinnis Ferry Rd,NA,Alpharetta,GA,30005,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.2081,34.09308,usda,NA,0,G13,G13117,G13117130604,G1301170130604,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003300,publix
Aldi 30,st_208259,12990,Highway 9 N,NA,Alpharetta,GA,30004,Supermarket,16,Supermarket,6,0,0,1,1,1,1,1,1,1,1,2010,2017,-84.2721,34.09769,usda,NA,0,G13,G13121,G13121011615,G1301210011615,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1351670,Milton city,G13051670,G1351670,G13001005,aldi
PUBLIX 0762,st_115717,13800,Highway 9 N,Ste E,Alpharetta,GA,30004,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.2697,34.11638,usda,NA,0,G13,G13121,G13121011615,G1301210011615,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1351670,Milton city,G13051670,G1351670,G13001005,publix
Publix 616,st_091192,4900,Atlanta Hwy,NA,Alpharetta,GA,30004,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.2385,34.15821,usda,NA,0,G13,G13117,G13117130304,G1301170130304,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003300,publix
PUBLIX 1060,st_032404,980,BIRMINGHAM RD,NA,ALPHARETTA,GA,30004,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.33009,34.16576,usda,NA,0,G13,G13121,G13121011504,G1301210011504,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1351670,Milton city,G13051670,G1351670,G13001005,publix
Wayfield Foods 3,st_296997,5432,Riverstation Blvd,NA,Atlanta,GA,30349,Super Store,15,Supermarket,6,0,0,0,0,1,1,1,1,1,1,2012,2017,-84.44571,33.60055,usda,NA,0,G13,G13063,G13063040204,G1300630040204,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13005002,NA
WAYFIELD FOODS 17,st_013490,3435,ROOSEVELT HWY,NA,ATLANTA,GA,30349,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.50152,33.62203,usda,NA,0,G13,G13121,G13121011306,G1301210011306,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13001003,NA
BJ's Membership Club 152,st_184750,3585,N Commerce Dr,NA,Atlanta,GA,30344,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,2009,2017,-84.50407,33.65587,usda,NA,0,G13,G13121,G13121011306,G1301210011306,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1325720,East Point city,G13025720,G1325720,G13001003,NA
BIG KMART 4072,st_012566,230,Cleveland Ave SW,NA,Atlanta,GA,30315,Super Store,15,Supermarket,6,1,1,1,1,1,1,0,0,0,0,2008,2013,-84.39625229,33.68103629,esri,StreetAddress,0,G13,G13121,G13121007300,G1301210007300,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001003,NA
75 FARMERS MARKET,st_151574,230,Cleveland Ave SW,NA,Atlanta,GA,30315,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.3963,33.68106,usda,NA,0,G13,G13121,G13121007300,G1301210007300,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001003,NA
KROGER 364,st_095367,2685,Metropolitan Pkwy SW,NA,Atlanta,GA,30315,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.40781,33.68261,usda,NA,0,G13,G13121,G13121007400,G1301210007400,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13004600,kroger
KROGER STORE 462,st_127113,3030,HEADLAND DR SW,NA,ATLANTA,GA,30311,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.48757,33.68955,usda,NA,0,G13,G13121,G13121007705,G1301210007705,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001003,kroger
WAYFIELD FOODS 8,st_160849,1901,Metropolitan Pkwy SW,NA,Atlanta,GA,30315,Super Store,15,Supermarket,6,1,1,1,1,1,0,0,0,0,0,2008,2012,-84.40811092,33.70332356,esri,StreetAddress,0,G13,G13121,G13121007500,G1301210007500,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13004600,NA
Walmart SUPERCENTER 3709,st_022106,2427,Gresham Rd SE,NA,Atlanta,GA,30316,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.31043,33.7188,usda,NA,0,G13,G13089,G13089023700,G1300890023700,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13002002,walmart
MORELAND SUPER VALU FOOD,st_066762,1257,Moreland Ave SE,NA,Atlanta,GA,30316,Super Store,15,Supermarket,6,1,1,1,1,1,1,0,0,0,0,2008,2013,-84.34951702,33.72009342,esri,PointAddress,0,G13,G13121,G13121006900,G1301210006900,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001007,NA
Piggly Wiggly 77,st_335734,1257,Moreland Ave SE,NA,Atlanta,GA,30316,Super Store,15,Supermarket,6,0,0,0,0,0,0,1,1,1,1,2014,2017,-84.34952,33.7201,usda,NA,0,G13,G13121,G13121006900,G1301210006900,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001007,NA
KROGER STORE 488,st_123370,1160,Moreland Ave SE,NA,Atlanta,GA,30316,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.34938,33.72267,usda,NA,0,G13,G13089,G13089020900,G1300890020900,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001007,kroger
KROGER 465,st_103788,3425,CASCADE RD,NA,ATLANTA,GA,30311,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.49955,33.72279,usda,NA,0,G13,G13121,G13121007900,G1301210007900,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13001003,kroger
Walmart Supercenter 3741,st_335081,1105,Research Center Atlanta D,NA,Atlanta,GA,30331,Super Store,15,Supermarket,6,0,0,0,0,0,0,1,1,1,1,2014,2017,-84.50507,33.72561,usda,NA,0,G13,G13121,G13121007900,G1301210007900,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13001003,walmart
Walmart SUPERCENTER 3008,st_314853,825,Martin Luther King Jr Dr,NA,Atlanta,GA,30314,Super Store,15,Supermarket,6,0,0,0,0,0,1,1,1,1,1,2013,2017,-84.38436,33.73208,usda,NA,0,G13,G13121,G13121005501,G1301210005501,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001007,walmart
BIG BEAR SUPERMARKET,st_142121,683,Joseph E Lowery Blvd SW,NA,Atlanta,GA,30310,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.41776,33.7367,usda,NA,0,G13,G13121,G13121004200,G1301210004200,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13004600,NA
KROGER 412,st_163427,590,Cascade Ave SW,NA,Atlanta,GA,30310,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.43388,33.73865,usda,NA,0,G13,G13121,G13121006000,G1301210006000,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13004600,kroger
Kroger 672,st_401081,800,Glenwood Ave SE,NA,Atlanta,GA,30316,Super Store,15,Supermarket,6,0,0,0,0,0,0,0,0,1,1,2016,2017,-84.36096,33.74033,usda,NA,0,G13,G13121,G13121005000,G1301210005000,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001007,kroger
WAYFIELD FOODS 19,st_027896,3050,Martin Luther King Jr Dr SW,Ste H,Atlanta,GA,30311,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.48647,33.75248,usda,NA,0,G13,G13121,G13121008102,G1301210008102,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13004600,NA
TARGET STORE T-1964,st_015190,1275,Caroline St NE,NA,Atlanta,GA,30307,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.34672,33.75835,usda,NA,0,G13,G13089,G13089020500,G1300890020500,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001007,NA
KROGER 461,st_009596,1225,Caroline St NE,NA,Atlanta,GA,30307,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.34816,33.75837,usda,NA,0,G13,G13089,G13089020500,G1300890020500,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001007,kroger
WHOLE FOODS MARKET 10196,st_131408,650,PONCE DE LEON AVE NE,NA,ATLANTA,GA,30308,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.3654,33.7734,usda,NA,0,G13,G13121,G13121001300,G1301210001300,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001007,NA
KROGER 295,st_102636,725,Ponce de Leon Ct NE,NA,Atlanta,GA,30308,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.3683,33.77386,usda,NA,0,G13,G13121,G13121001300,G1301210001300,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001007,kroger
Target Store T-2137,st_049255,375,18th St NW,NA,Atlanta,GA,30363,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.40105,33.79174,usda,NA,0,G13,G13121,G13121000600,G1301210000600,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001006,NA
KROGER 298,st_161191,1700,Monroe Dr NE,NA,Atlanta,GA,30324,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.37192,33.80102,usda,NA,0,G13,G13121,G13121000200,G1301210000200,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001006,kroger
KROGER 346,st_163762,1715,Howell Mill Rd NW,NA,Atlanta,GA,30318,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.41556,33.80137,usda,NA,0,G13,G13121,G13121008902,G1301210008902,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001006,kroger
KROGER 655,st_117376,1799,BRIARCLIFF RD NE,NA,ATLANTA,GA,30306,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.33803,33.80377,usda,NA,0,G13,G13089,G13089021504,G1300890021504,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1356168,North Druid Hills CDP,G13056168,G1356168,G13002002,kroger
Walmart Supercenter 3775,st_032252,1801,Howell Mill Rd NW,NA,Atlanta,GA,30318,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.41383,33.80398,usda,NA,0,G13,G13121,G13121008902,G1301210008902,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001006,walmart
Walmart SUPERCENTER 3775,st_033075,1801,HOWELL MILL RD,NA,ATLANTA,GA,30318,Super Store,15,Supermarket,6,1,1,1,1,1,1,0,0,0,0,2008,2013,-84.41382564,33.80398282,esri,PointAddress,0,G13,G13121,G13121008902,G1301210008902,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001006,walmart
WHOLE FOODS MARKET 10094,st_102737,2111,Briarcliff Rd NE,NA,Atlanta,GA,30329,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.3344,33.81514,usda,NA,0,G13,G13089,G13089021504,G1300890021504,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1356168,North Druid Hills CDP,G13056168,G1356168,G13002002,NA
KROGER 318,st_086848,2205,Lavista Rd NE,NA,Atlanta,GA,30329,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.31426,33.81753,usda,NA,0,G13,G13089,G13089021504,G1300890021504,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1356168,North Druid Hills CDP,G13056168,G1356168,G13002002,kroger
Kroger's 626,st_409928,2452,Morosgo Way,NA,Atlanta,GA,30324,Super Store,15,Supermarket,6,0,0,0,0,0,0,0,0,0,1,2017,2017,-84.36527,33.8222,usda,NA,0,G13,G13121,G13121009402,G1301210009402,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001006,kroger
TARGET STORE T-2171,st_031244,2539,Piedmont Rd NE,NA,Atlanta,GA,30324,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.36717,33.82422,usda,NA,0,G13,G13121,G13121009402,G1301210009402,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001006,NA
TARGET STORE T-1486,st_015189,2400,N Druid Hills Rd NE,NA,Atlanta,GA,30329,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.32701,33.82702,usda,NA,0,G13,G13089,G13089021603,G1300890021603,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1356168,North Druid Hills CDP,G13056168,G1356168,G13002003,NA
WHOLE FOODS MARKET 10206,st_012874,43,W Paces Ferry Rd NW,NA,Atlanta,GA,30305,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.38113,33.83992,usda,NA,0,G13,G13121,G13121009502,G1301210009502,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1304000,Atlanta city,G13004000,G1304000,G13001006,NA
Sam's Club 6643,st_175060,0,Clairmont Rd NE,NA,Atlanta,GA,30329,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,2009,2017,-84.3136,33.84146,usda,NA,0,G13,G13089,G13089021410,G1300890021410,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1315172,Chamblee city,G13015172,G1315172,G13002004,NA
MERCADO DEL PUEBLO,st_017961,3317,Buford Hwy NE,Suite 410,Atlanta,GA,30329,Super Store,15,Supermarket,6,1,1,1,0,0,0,0,0,0,0,2008,2010,-84.32873345,33.84283615,esri,StreetAddress,0,G13,G13089,G13089021417,G1300890021417,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1310944,Brookhaven city,G13010944,G1310944,G13002004,NA
G Mart International Foods,st_309995,3317,Buford Hwy,NA,Atlanta,GA,30329,Super Store,15,Supermarket,6,0,0,0,0,0,1,1,1,0,0,2013,2015,-84.32873345,33.84283615,esri,StreetAddress,0,G13,G13089,G13089021417,G1300890021417,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1310944,Brookhaven city,G13010944,G1310944,G13002004,NA
