store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,year_first,year_last,X,Y,method,match,dup,st_fips,cty_fips,tract_fips,gisjn_tct,msa_fips,msa_name,msa_short,place_fips,place_name,gisjn_plc,puma_fips,gisjn_puma,chain
Publix 226,st_065666,5805,State Bridge Rd,NA,Johns Creek,GA,30095,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.18971,34.0179,usda,NA,0,G13,G13121,G13121011623,G1301210011623,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1342425,Johns Creek city,G13042425,G1342425,G13001002,publix
Publix 469,st_068942,9925,Haynes Bridge Rd,NA,Johns Creek,GA,30022,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.26985,34.02206,usda,NA,0,G13,G13121,G13121011427,G1301210011427,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1342425,Johns Creek city,G13042425,G1342425,G13001002,publix
Publix 515,st_074269,11585,Jones Bridge Rd,Ste 500,Johns Creek,GA,30022,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.21377,34.06373,usda,NA,0,G13,G13121,G13121011623,G1301210011623,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1342425,Johns Creek city,G13042425,G1342425,G13001002,publix
Aldi 26,st_328873,10955,Jones Bridge Rd,NA,John's Creek,GA,30022,Supermarket,16,Supermarket,6,0,0,0,0,0,0,1,1,1,1,2014,2017,-84.22218,34.04784,usda,NA,0,G13,G13121,G13121011620,G1301210011620,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1342425,Johns Creek city,G13042425,G1342425,G13001002,aldi
KROGER STORE 413,st_120951,10367,Tara Blvd,NA,Jonesboro,GA,30236,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.33672,33.47226,usda,NA,0,G13,G13063,G13063040621,G1300630040621,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1309272,Bonanza CDP,G13009272,G1309272,G13005001,kroger
Wayfield Foods 1,st_296990,8777,Tara Blvd,NA,Jonesboro,GA,30236,Super Store,15,Supermarket,6,0,0,0,0,1,1,1,1,1,1,2012,2017,-84.36321,33.51597,usda,NA,0,G13,G13063,G13063040612,G1300630040612,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1342604,Jonesboro city,G13042604,G1342604,G13005001,NA
KROGER 373,st_088452,8059,Tara Blvd,NA,Jonesboro,GA,30236,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.36449,33.53441,usda,NA,0,G13,G13063,G13063040611,G1300630040611,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13005001,kroger
BIG KMART 3660,st_116322,7965,Tara Blvd,NA,Jonesboro,GA,30236,Super Store,15,Supermarket,6,1,1,1,1,1,1,0,0,0,0,2008,2013,-84.36484527,33.53626257,esri,PointAddress,0,G13,G13063,G13063040611,G1300630040611,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13005001,NA
LITTLE GIANT FARMERS MARKET,st_127743,399,Upper Riverdale Rd,NA,Jonesboro,GA,30236,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.37815,33.58257,usda,NA,0,G13,G13063,G13063040415,G1300630040415,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13005002,NA
Food Lion 2165,st_206169,8777,Tara Blvd,NA,Jonesboro,GA,30236,Supermarket,16,Supermarket,6,0,0,1,1,0,0,0,0,0,0,2010,2011,-84.36334076,33.51622287,esri,PointAddress,0,G13,G13063,G13063040612,G1300630040612,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1342604,Jonesboro city,G13042604,G1342604,G13005001,NA
INGLES MARKETS 448,st_082478,242,STOCKBRIDGE ROAD,NA,JONESBORO,GA,30236,Supermarket,16,Supermarket,6,1,1,0,0,0,0,0,0,0,0,2008,2009,-84.34533603,33.52725612,esri,PointAddress,0,G13,G13063,G13063040613,G1300630040613,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1342604,Jonesboro city,G13042604,G1342604,G13005001,NA
ALDI 63,st_129201,615,North Ave,NA,Jonesboro,GA,30236,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.37033,33.53388,usda,NA,0,G13,G13063,G13063040611,G1300630040611,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13005001,aldi
TARGET STORE T-981,st_015182,740,EARNEST W BARRETT PKY NW,NA,KENNESAW,GA,30144,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.57208,34.00747,usda,NA,0,G13,G13067,G13067030229,G1300670030229,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003002,NA
Costco Wholesale 0189,st_214586,645,Ernest W Barrett Pkwy NW,NA,Kennesaw,GA,30144,Super Store,15,Supermarket,6,0,0,1,1,1,1,1,1,1,1,2010,2017,-84.57084,34.0079,usda,NA,0,G13,G13067,G13067030601,G1300670030601,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003001,NA
Walmart S/C 3471,st_122534,3105,Cobb Pkwy NW,NA,Kennesaw,GA,30152,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.65703,34.03058,usda,NA,0,G13,G13067,G13067030214,G1300670030214,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1300408,Acworth city,G13000408,G1300408,G13003002,walmart
KROGER 446,st_082575,3895,CHEROKEE ST NW,NA,KENNESAW,GA,30144,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.59886,34.04847,usda,NA,0,G13,G13067,G13067030226,G1300670030226,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1343192,Kennesaw city,G13043192,G1343192,G13003002,kroger
PUBLIX 0769,st_114773,1635,OLD 41 HWY NW,NA,KENNESAW,GA,30152,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.59776,33.99354,usda,NA,0,G13,G13067,G13067030230,G1300670030230,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1343192,Kennesaw city,G13043192,G1343192,G13003002,publix
Publix 559,st_081024,2774,N Cobb Pkwy,Ste 201,Kennesaw,GA,30152,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.62304,34.0212,usda,NA,0,G13,G13067,G13067030227,G1300670030227,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1343192,Kennesaw city,G13043192,G1343192,G13003002,publix
ALDI 51,st_151565,3076,Cobb Pkwy NW,NA,Kennesaw,GA,30152,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.65063,34.02958,usda,NA,0,G13,G13067,G13067030103,G1300670030103,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1300408,Acworth city,G13000408,G1300408,G13003002,aldi
PUBLIX 1077,st_144416,2090,Baker Rd NW,NA,Kennesaw,GA,30144,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.61204,34.04952,usda,NA,0,G13,G13067,G13067030226,G1300670030226,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1343192,Kennesaw city,G13043192,G1343192,G13003002,publix
PUBLIX 0764,st_113861,4290,BELLS FERRY RD,NA,KENNESAW,GA,30144,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.55658,34.05573,usda,NA,0,G13,G13067,G13067030313,G1300670030313,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003005,publix
PUBLIX 146,st_065664,4430,Wade Green Rd NW,Ste 100,Kennesaw,GA,30144,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.59261,34.06194,usda,NA,0,G13,G13067,G13067030223,G1300670030223,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13003002,publix
KROGER 492,st_093561,5664,Jonesboro Rd,NA,Lake City,GA,30260,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.3392,33.60017,usda,NA,0,G13,G13063,G13063040407,G1300630040407,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1344508,Lake City city,G13044508,G1344508,G13005002,kroger
Nam Dae Mun Farmers Market,st_289326,850,Dogwood Rd,Ste 97,Lawrenceville,GA,30044,Super Store,15,Supermarket,6,0,0,0,0,1,1,1,1,1,1,2012,2017,-84.05997,33.88893,usda,NA,0,G13,G13135,G13135050712,G1301350050712,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,NA
Walmart NEIGHBORHOOD MARKET 3074,st_296916,3059,Lawrence Hwy,NA,Lawrenceville,GA,30044,Super Store,15,Supermarket,6,0,0,0,0,1,1,1,1,1,1,2012,2017,-84.06892,33.92165,usda,NA,0,G13,G13135,G13135050532,G1301350050532,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,walmart
Walmart SUPERCENTER 3388,st_008459,1400,LAWRENCEVILLE HWY,NA,LAWRENCEVILLE,GA,30044,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.02531,33.93817,usda,NA,0,G13,G13135,G13135050544,G1301350050544,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1345488,Lawrenceville city,G13045488,G1345488,G13004003,walmart
SUPERMERCADO EL TAPATIO,st_011205,1455,PLEASANT HILL RD,NA,LAWRENCEVILLE,GA,30044,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.12122,33.93918,usda,NA,0,G13,G13135,G13135050526,G1301350050526,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,NA
KROGER 352,st_078055,455,GRAYSON HWY,NA,LAWRENCEVILLE,GA,30046,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-83.98195,33.93994,usda,NA,0,G13,G13135,G13135050522,G1301350050522,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1345488,Lawrenceville city,G13045488,G1345488,G13004003,kroger
KROGER 440,st_080905,950,HERRINGTON RD,NA,LAWRENCEVILLE,GA,30044,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.08107,33.94177,usda,NA,0,G13,G13135,G13135050534,G1301350050534,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,kroger
KROGER 374,st_167623,2100,Riverside Pkwy,NA,Lawrenceville,GA,30043,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.03556,33.96654,usda,NA,0,G13,G13135,G13135050540,G1301350050540,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004003,kroger
TARGET STORE T-747,st_015193,875,Lawrenceville Suwanee Rd,NA,Lawrenceville,GA,30043,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.01902,33.97002,usda,NA,0,G13,G13135,G13135050523,G1301350050523,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004003,NA
Walmart S/C 548,st_118549,630,Collins Hill Rd,NA,Lawrenceville,GA,30045,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-83.99316,33.97271,usda,NA,0,G13,G13135,G13135050523,G1301350050523,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1345488,Lawrenceville city,G13045488,G1345488,G13004003,walmart
KROGER 424,st_073845,1475,BUFORD DR,NA,LAWRENCEVILLE,GA,30043,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-83.98802,34.00504,usda,NA,0,G13,G13135,G13135050547,G1301350050547,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004003,kroger
Sprouts Farmers Market 512,st_351684,1250,Scenic Hwy #1704,NA,Lawrenceville,GA,30045,Supermarket,16,Supermarket,6,0,0,0,0,0,0,1,1,1,1,2014,2017,-84.00523,33.90059,usda,NA,0,G13,G13135,G13135050543,G1301350050543,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004003,NA
ALDI 67,st_127688,1225,Scenic Hwy,NA,Lawrenceville,GA,30045,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.00527,33.90118,usda,NA,0,G13,G13135,G13135050544,G1301350050544,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004003,aldi
PUBLIX 0278,st_132745,3059,Lawrenceville Hwy,NA,Lawrenceville,GA,30044,Supermarket,16,Supermarket,6,1,1,1,1,1,0,0,0,0,0,2008,2012,-84.08495488,33.92120265,esri,PointAddress,0,G13,G13135,G13135050533,G1301350050533,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,publix
PUBLIX 0859,st_130900,3370,Sugarloaf Pkwy,NA,Lawrenceville,GA,30044,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.01695,33.92178,usda,NA,0,G13,G13135,G13135050544,G1301350050544,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004003,publix
INGLES MARKETS 404,st_087641,1050,Grayson Hwy,NA,Lawrenceville,GA,30045,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-83.97304,33.92185,usda,NA,0,G13,G13135,G13135050727,G1301350050727,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1345488,Lawrenceville city,G13045488,G1345488,G13004003,NA
PUBLIX 1078,st_144415,930,NEW HOPE RD,NA,LAWRENCEVILLE,GA,30045,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-83.95805,33.93437,usda,NA,0,G13,G13135,G13135050546,G1301350050546,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1345488,Lawrenceville city,G13045488,G1345488,G13004003,publix
Supermercado Talpa 5,st_340150,2830,Club Dr,Ste 10,Lawrenceville,GA,30044,Supermarket,16,Supermarket,6,0,0,0,0,0,0,1,1,1,1,2014,2017,-84.08971,33.93733,usda,NA,0,G13,G13135,G13135050524,G1301350050524,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,NA
INGLES MARKETS 102,st_086187,1154,Lawrenceville Hwy,NA,Lawrenceville,GA,30046,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.01821,33.9387,usda,NA,0,G13,G13135,G13135050521,G1301350050521,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1345488,Lawrenceville city,G13045488,G1345488,G13004003,NA
Souq International Markets,st_400822,1455,Pleasant Hill Road,Ste 402,Lawrenceville,GA,30044,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,0,1,1,2016,2017,-84.12182,33.94003,usda,NA,0,G13,G13135,G13135050526,G1301350050526,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,NA
CARNICERIA 3 HERMANOS,st_054842,2522,Cruse Rd,Bldg B,Lawrenceville,GA,30044,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.07769,33.94191,usda,NA,0,G13,G13135,G13135050533,G1301350050533,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,NA
SUPER MERCADO JALISCO 2,st_171277,134,S Clayton St,NA,Lawrenceville,GA,30046,Supermarket,16,Supermarket,6,0,1,1,1,1,1,1,1,1,1,2009,2017,-83.98703,33.94878,usda,NA,0,G13,G13135,G13135050521,G1301350050521,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1345488,Lawrenceville city,G13045488,G1345488,G13004003,NA
PUBLIX 612,st_091122,4850,SUGARLOAF PARKWAY,NA,LAWRENCEVILLE,GA,30044,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.0537,33.95487,usda,NA,0,G13,G13135,G13135050535,G1301350050535,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,publix
PUBLIX 495,st_072511,911,Duluth Hwy,Ste G5,Lawrenceville,GA,30043,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.02429,33.96811,usda,NA,0,G13,G13135,G13135050540,G1301350050540,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004003,publix
ALDI 60,st_130817,996,Duluth Hwy,NA,Lawrenceville,GA,30043,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.02958,33.96882,usda,NA,0,G13,G13135,G13135050540,G1301350050540,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004003,aldi
Food Lion 2166,st_215217,1404,Lawrenceville Suwanee Rd,NA,Lawrenceville,GA,30043,Supermarket,16,Supermarket,6,0,0,1,1,0,0,0,0,0,0,2010,2011,-84.02465989,33.98567369,esri,PointAddress,0,G13,G13135,G13135050540,G1301350050540,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004003,NA
PUBLIX 0863,st_129697,1030,Old Peachtree Rd NW,NA,Lawrenceville,GA,30043,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.06814,34.00015,usda,NA,0,G13,G13135,G13135050529,G1301350050529,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004004,publix
PUBLIX 538,st_078361,2380,BUFORD DRIVE,NA,LAWRENCEVILLE,GA,30043,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-83.98845,34.03668,usda,NA,0,G13,G13135,G13135050208,G1301350050208,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004004,publix
KROGER 394,st_088830,3050,Five Forks Trickum Rd SW,NA,Lilburn,GA,30047,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.06157,33.88487,usda,NA,0,G13,G13135,G13135050712,G1301350050712,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,kroger
Nam Dae Mun Farmers Market,st_058161,4805,Lawrenceville Hwy NW,Ste 150,Lilburn,GA,30047,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.14036,33.8951,usda,NA,0,G13,G13135,G13135050410,G1301350050410,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1346356,Lilburn city,G13046356,G1346356,G13004006,NA
KROGER 438,st_102325,4155,HWY 29,NA,LILBURN,GA,30047,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.11972,33.9035,usda,NA,0,G13,G13135,G13135050436,G1301350050436,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1346356,Lilburn city,G13046356,G1346356,G13004006,kroger
Walmart STORE 1373,st_123835,4004,Lawrenceville Hwy NW,NA,Lilburn,GA,30047,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.11343,33.90428,usda,NA,0,G13,G13135,G13135050436,G1301350050436,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1346356,Lilburn city,G13046356,G1346356,G13004006,walmart
PUBLIX 0860,st_130053,4051,STONE MOUNTAIN HWY S,NA,LILBURN,GA,30047,Supermarket,16,Supermarket,6,1,1,1,1,0,0,0,0,0,0,2008,2011,-84.07138379,33.83668301,esri,PointAddress,0,G13,G13135,G13135050729,G1301350050729,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004005,publix
INGLES MARKETS 402,st_163459,650,ROCKBRIDGE ROAD,NA,LILBURN,GA,30047,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.14144,33.85788,usda,NA,0,G13,G13135,G13135050426,G1301350050426,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1353186,Mountain Park CDP,G13053186,G1353186,G13004006,NA
PUBLIX 564,st_083320,4045,Five Forks Trickum Rd SW,NA,Lilburn,GA,30047,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.09235,33.86888,usda,NA,0,G13,G13135,G13135050427,G1301350050427,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,publix
INGLES MARKETS 477,st_093673,4000,Five Forks Trickum Rd SW,NA,Lilburn,GA,30047,Supermarket,16,Supermarket,6,1,1,1,1,1,0,0,0,0,0,2008,2012,-84.09034048,33.86975437,esri,PointAddress,0,G13,G13135,G13135050429,G1301350050429,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004005,NA
PUBLIX 0074,st_138560,375,Rockbridge Rd NW,NA,Lilburn,GA,30047,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.16335,33.88421,usda,NA,0,G13,G13135,G13135050410,G1301350050410,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1346356,Lilburn city,G13046356,G1346356,G13004006,publix
LILBURN INTERNATIONAL FARMERS MARKET N/A,st_213299,4805,Lawrenceville Hwy NW,Ste 150,Lilburn,GA,30047,Supermarket,16,Supermarket,6,0,0,1,0,0,0,0,0,0,0,2010,2010,-84.14056811,33.89463722,esri,PointAddress,0,G13,G13135,G13135050410,G1301350050410,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1346356,Lilburn city,G13046356,G1346356,G13004006,NA
Aldi 35,st_372381,396,Pleasant Hill Rd NW,NA,Lilburn,GA,30047,Supermarket,16,Supermarket,6,0,0,0,0,0,0,0,1,1,1,2015,2017,-84.11213,33.90829,usda,NA,0,G13,G13135,G13135050436,G1301350050436,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,aldi
CARNICERIA JALISCO,st_170441,440,Pleasant Hill Rd NW,Ste 100,Lilburn,GA,30047,Supermarket,16,Supermarket,6,0,1,1,1,1,0,0,0,0,0,2009,2012,-84.11266352,33.90908154,esri,PointAddress,0,G13,G13135,G13135050436,G1301350050436,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13004006,NA
Walmart Supercenter 4472,st_332727,8424,Mall Pkwy,NA,Lithonia,GA,30039,Super Store,15,Supermarket,6,0,0,0,0,0,0,1,1,1,1,2014,2017,-84.07454,33.69258,usda,NA,0,G13,G13089,G13089023418,G1300890023418,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13001008,walmart
TARGET STORE T-1909,st_023184,8109,Mall Pkwy,NA,Lithonia,GA,30038,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,0,0,0,2008,2014,-84.09460192,33.69359155,esri,PointAddress,0,G13,G13089,G13089023418,G1300890023418,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13001008,NA
Sam's Club 4810,st_175042,2994,Turner Hill Rd,NA,Lithonia,GA,30038,Super Store,15,Supermarket,6,0,1,1,1,1,1,1,1,1,1,2009,2017,-84.08859,33.69549,usda,NA,0,G13,G13089,G13089023418,G1300890023418,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13001008,NA
Walmart S/C 1340,st_123842,5401,FAIRINGTON RD,NA,LITHONIA,GA,30038,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.16908,33.70205,usda,NA,0,G13,G13089,G13089023428,G1300890023428,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13001008,walmart
KROGER 445,st_082705,6678,Covington Hwy,NA,Lithonia,GA,30058,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.14496,33.71751,usda,NA,0,G13,G13089,G13089023309,G1300890023309,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1363952,Redan CDP,G13063952,G1363952,G13002001,kroger
Walmart Neighborhood Market 4143,st_336411,6152,Covington Hwy,NA,Lithonia,GA,30058,Super Store,15,Supermarket,6,0,0,0,0,0,0,1,1,1,1,2014,2017,-84.16367,33.72248,usda,NA,0,G13,G13089,G13089023309,G1300890023309,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1363952,Redan CDP,G13063952,G1363952,G13002001,walmart
Food Depot 54,st_316194,3590,Panola Rd,NA,Lithonia,GA,30038,Supermarket,16,Supermarket,6,0,0,0,0,0,1,1,1,1,1,2013,2017,-84.17745,33.68047,usda,NA,0,G13,G13089,G13089023416,G1300890023416,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13001008,NA
PUBLIX 0752,st_112705,3045,Panola Rd,NA,Lithonia,GA,30038,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.17316,33.69778,usda,NA,0,G13,G13089,G13089023416,G1300890023416,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13001008,publix
INGLES MARKETS 418,st_129418,3303,HWY 124,NA,LITHONIA,GA,30058,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,0,0,0,2008,2014,-84.0886695,33.703,google,range_interpolated,0,G13,G13089,G13089023303,G1300890023303,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",NA,NA,NA,NA,G13002001,NA
WAYFIELD FOODS 10,st_089036,2636,Max Cleland Blvd,NA,Lithonia,GA,30058,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.10845,33.71208,usda,NA,0,G13,G13089,G13089023303,G1300890023303,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1346860,Lithonia city,G13046860,G1346860,G13002001,NA
ALDI 50,st_151563,6650,Covington Hwy,NA,Lithonia,GA,30058,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,2008,2017,-84.14629,33.71766,usda,NA,0,G13,G13089,G13089023309,G1300890023309,12060,"Atlanta-Sandy Springs-Roswell, GA","Atlanta,  GA",G1363952,Redan CDP,G13063952,G1363952,G13002001,aldi
